input_text,target_text
vi: chào buổi tối thưa ngài .,vsl: chào buổi tối ngài .
vi: chúng ta dự định sẽ gặp nhau ở đâu thưa ngài ?,vsl: chúng ta dự định gặp nhau ở đâu ngài ?
vi: tiền thừa và hóa đơn của bà đây thưa bà .,vsl: tiền thừa và hóa đơn bà đây bà .
vi: ở quầy lễ tân thưa ngài .,vsl: ở quầy lễ tân ngài .
vi: vui lòng đợi một lát tôi sẽ chuyển máy cho bạn trong giây lát .,vsl: vui lòng đợi một lát tôi chuyển máy cho bạn trong giây lát .
vi: tôi bị sốt cao .,vsl: tôi sốt cao .
vi: nhà vệ sinh không xối nước được .,vsl: nhà vệ sinh xối nước được không
vi: bạn vui lòng nói lại lần nữa được không ?,vsl: bạn vui lòng nói lần nữa được không ?
"vi: trước giờ phát sóng truyền hình , trên ghế sẽ rất tuyệt , cảm ơn .",vsl: trước giờ phát sóng truyền hình trên ghế rất tuyệt cảm ơn .
"vi: chào buổi sáng , bộ phận phòng đây .",vsl: chào buổi sáng bộ phận phòng đây .
vi: tôi có thể giúp gì cho bạn ?,vsl: tôi có thể giúp cho bạn gì ?
vi: hãy để tôi chỉ cho bạn phòng của bạn .,vsl: tôi cho bạn phòng bạn .
vi: tôi có thể mang cho bạn thứ gì cho sáng này ?,vsl: tôi có thể mang cho bạn thứ cho sáng này gì ?
vi: mã Số hủy bỏ của bạn là không một hai ba bốn năm sáu .,vsl: mã Số hủy bỏ bạn là một hai ba bốn năm sáu không
vi: bộ phận trực quản lý bàn đây .,vsl: bộ phận trực quản lý bàn đây .
vi: tôi có thể giúp gì cho bạn ?,vsl: tôi có thể giúp cho bạn gì ?
vi: chắc chắn thưa ngài .,vsl: chắc chắn ngài .
vi: phòng của bạn là mười bẩy- không chín .,vsl: phòng của bạn là mười bẩy- không chín .
"vi: điều đó đúng không , thưa ngài ?",vsl: đúng không ?
vi: bạn có tất cả bao nhiêu túi ?,vsl: bạn có tất cả bao nhiêu túi ?
"vi: cảm ơn , bà Tan .",vsl: cảm ơn bà Tan .
"vi: chúng tôi sẽ đưa "" Club Sandwich "" và "" nước cam tươi "" lên phòng bà trong khoảng mười lăm phút nữa .",vsl: chúng tôi đưa Club Sandwich nước cam tươi lên phòng bà mười lăm phút nữa .
"vi: có , chắc chắn rồi .",vsl: có chắc chắn rồi .
vi: bạn đang làm thủ tục nhận phòng phải không ?,vsl: bạn làm thủ tục nhận phòng phải không ?
vi: đây chỉ là một yêu cầu .,vsl: đây là một yêu cầu .
vi: bạn mở cửa tối nay cho đến mấy giờ thế ?,vsl: bạn mở cửa tối nay cho đến giờ mấy ?
vi: chào buổi sáng thưa ngài .,vsl: chào buổi sáng ngài .
vi: tôi có thể giúp gì cho ngài ?,vsl: tôi có thể giúp cho ngài gì ?
vi: đây là tất cả hành lí của bạn phải không ?,vsl: đây là tất cả hành lí bạn phải không ?
vi: giờ khởi hành của bạn là lúc nào ?,vsl: giờ khởi hành bạn là lúc ?
vi: chào buổi sáng thưa ngài .,vsl: chào buổi sáng ngài .
vi: chào mừng đến với khách sạn DHC .,vsl: chào mừng đến với khách sạn DHC .
vi: ngài sẽ làm thủ tục nhận phòng bây giờ chứ ạ ?,vsl: ngài làm thủ tục nhận phòng bây giờ ?
vi: chắc chắn thưa ngài .,vsl: chắc chắn ngài .
vi: có thể thấy rằng tôi đánh thức bạn dậy đúng giờ .,vsl: có thể thấy rằng tôi đánh thức bạn dậy đúng giờ .
vi: bạn muốn được gọi dậy vào lúc nào .,vsl: bạn muốn được gọi dậy vào lúc .
"vi: có cho đá không , thưa ngài ?",vsl: có cho đá ngài không ?
vi: nhưng tôi chỉ ở lại khách sạn khoảng hai đêm .,vsl: nhưng tôi ở khách sạn khoảng hai đêm .
vi: tôi phải hủy việc đặt phòng của tôi hôm thứ năm .,vsl: tôi phải hủy việc đặt phòng tôi hôm thứ năm .
vi: bạn vui lòng đặt hàng cho bộ phận dịch vụ phòng chiều nay được không ?,vsl: bạn vui lòng đặt hàng cho bộ phận dịch vụ phòng chiều nay được không ?
vi: chào buổi tối thưa ngài .,vsl: chào buổi tối ngài .
"vi: không , không sao .","vsl: không, không sao ."
"vi: vâng , thế thì tôi hi vọng bạn sẽ thích nơi ở này của bạn ở nhật bản .",vsl: vâng tôi hi vọng bạn thích nơi ở này bạn ở nhật bản .
vi: nếu bạn cần bất cứ thứ gì hãy hỏi tôi .,vsl: bạn bất cứ thứ hỏi tôi gì
vi: tên tôi là Tadahiro Kobayashi .,vsl: tên tôi là Tadahiro Kobayashi .
vi: tôi rất xin lỗi thưa ngài .,vsl: tôi rất xin lỗi ngài .
vi: dịch vụ của chúng tôi thường rất tốt .,vsl: dịch vụ chúng tôi thường rất tốt .
vi: hãy chấp nhận lợi xin lỗi của tôi .,vsl: chấp nhận lợi xin lỗi tôi .
vi: sẽ không tính phí cà phê của bạn .,vsl: tính phí cà phê bạn không
vi: Bạn có bất cứ cái gì có giá trị hoặc dễ vỡ bên trong túi xách của bạn không ?,vsl: Bạn có bất cứ cái có giá trị hoặc dễ vỡ bên trong túi xách bạn không ?
vi: cái mũi của tôi bị chảy nước .,vsl: cái mũi tôi chảy nước .
vi: vui lòng theo tôi .,vsl: theo tôi .
"vi: vâng , nếu không phiền , vui lòng nói cho tôi biết về phòng tôi .",vsl: vâng nói cho tôi biết phòng tôi không
vi: tôi không quen với các phòng theo k = phong cách nhật của khách sạn .,vsl: tôi quen với phòng theo k = phong cách nhật khách sạn không
"vi: chào buổi chiều , dịch vụ đặt phòng trước đây .",vsl: chào buổi chiều dịch vụ đặt phòng trước đây .
vi: tôi có thể giúp bạn như thế nào ?,vsl: tôi có thể giúp bạn như thế nào ?
vi: tôi bị sốt nhẹ .,vsl: tôi sốt nhẹ .
vi: có bất cứ điều gì tôi có thể làm cho bạn trước khi tôi rời khỏi không ?,vsl: có bất cứ điều tôi có thể làm cho bạn trước khi tôi rời khỏi không ?
vi: Phòng tắm nên được sáng sủa hơn .,vsl: Phòng tắm nên được sáng sủa hơn .
"vi: Tiện nghi , chẳng hạn như dầu gội đầu , xà phòng và vòi hoa sen được để trên ghế .",vsl: Tiện nghi chẳng hạn như dầu gội đầu xà phòng và vòi hoa sen được trên ghế .
vi: hãy thoải mái sử dụng chúng .,vsl: thoải mái sử dụng chúng .
"vi: Nếu bạn hết khăn hoặc tiện nghi vè nội thất , xin vui lòng liên hệ với người quản lý phòng .",vsl: bạn hết khăn hoặc tiện nghi vè nội thất xin vui lòng liên hệ với người quản lý phòng .
"vi: Khi sử dụng vòi hoa sen , xin vui lòng kéo cái cần gạt ra .",vsl: Khi sử dụng vòi hoa sen xin vui lòng kéo cái gạt ra .
"vi: Khi sử dụng bồn tắm , xin vui lòng nhấn cần gạt xuống .",vsl: Khi sử dụng bồn tắm xin vui lòng nhấn gạt xuống .
vi: tôi có thể xác nhận lại việc đặt hàng của bạn không ?,vsl: tôi có thể xác nhận việc đặt hàng bạn không ?
vi: vui lòng nhận nó cho tôi .,vsl: vui lòng nhận nó cho tôi .
"vi: trong giờ cao điểm , xe buýt có thể bị trì hoãn .",vsl: trong giờ cao điểm xe buýt có thể trì hoãn .
vi: tôi sẽ trở lại sau .,vsl: tôi trở sau .
"vi: vâng , vui lòng giữ máy một lát .",vsl: vâng vui lòng giữ máy một lát .
vi: nó đây .,vsl: nó đây .
vi: chào buổi sáng thưa ông .,vsl: chào buổi sáng ông .
vi: chào mừng đến với khách sạn DHC .,vsl: chào mừng đến với khách sạn DHC .
vi: bạn muốn làm thủ tục nhận phòng sáng nay không ?,vsl: bạn muốn làm thủ tục nhận phòng sáng nay không ?
vi: chúc chuyến đi về nhà an toàn và thoải mái .,vsl: chúc chuyến đi về nhà an toàn và thoải mái .
"vi: chào buổi chiều , thưa bà .",vsl: chào buổi chiều bà .
vi: chào buổi sáng thưa ngài .,vsl: chào buổi sáng ngài .
vi: tôi có thể phục vụ ngài như thế nào ?,vsl: tôi có thể phục vụ ngài như thế nào ?
vi: liệu có thể thư kí của bạn đặt trước với cái tên khác không ?,vsl: liệu có thể thư kí bạn đặt trước với cái tên khác không ?
vi: tôi là burton ở phòng mười bốn - hai mươi mốt .,vsl: tôi là burton ở phòng mười bốn hai mươi mốt .
vi: tôi đã sẵn sàng trả phòng bây giờ .,vsl: tôi sẵn sàng trả phòng bây giờ .
vi: bạn có thể điều ai đó lên mang hành lí cho tôi xuống không ?,vsl: bạn có thể điều đó lên mang hành lí cho tôi xuống không ?
vi: vui lòng giữ máy một lát trong khi tôi kiểm tra xem ngày đó có sẵn không ?,vsl: vui lòng giữ máy một lát trong khi tôi kiểm tra xem ngày đó có sẵn không ?
"vi: Có , chúng tôi đang ăn bữa tối với bạn bè tại khách sạn tối nay .",vsl: Có chúng tôi ăn bữa tối với bạn bè khách sạn tối nay .
vi: bạn có thể cho chúng tôi một số thông tin về các nhà hàng của khách sạn không ?,vsl: bạn có thể cho chúng tôi một số thông tin về nhà hàng khách sạn không ?
vi: Dịch vụ phòng sẽ mang nó lên trong vòng ba mươi phút .,vsl: Dịch vụ phòng mang nó lên trong vòng ba mươi phút .
"vi: Cảm ơn ông Brown , chúc ông có một ngày tốt đẹp .",vsl: Cảm ơn ông Brown chúc ông có một ngày tốt đẹp .
"vi: xin đừng ngần ngại gọi , nếu bạn nên có bất kỳ thắc mắc nào .",vsl: xin đừng ngần ngại gọi bạn nên có bất kỳ thắc mắc .
vi: tiện thể sao bạn không nói cho tôi tên bạn .,vsl: tiện thể sao bạn nói cho tôi tên bạn không
vi: nhân viên khuân vác sẽ đưa bạn đến quầy lễ tân .,vsl: nhân viên khuân vác đưa bạn đến quầy lễ tân .
vi: vui lòng cho tôi biết tên và số phòng của bạn được không ?,vsl: vui lòng cho tôi biết tên và số phòng bạn được không ?
"vi: vâng , thưa ngài .",vsl: vâng ngài .
vi: tôi sẽ để lại lời nhắn trong hộp thư của anh ấy .,vsl: tôi lời nhắn trong hộp thư anh .
vi: tiền thừa và hóa đơn của ngài đây .,vsl: tiền thừa và hóa đơn ngài đây .
vi: cảm ơn ngài rất nhiều .,vsl: cảm ơn ngài rất nhiều .
vi: cảm ơn ông rất nhiều .,vsl: cảm ơn ông rất nhiều .
vi: đừng ngần ngại liên lạc với tôi nếu tôi có thể hỗ trợ thêm thông tin cho bạn .,vsl: đừng ngần ngại liên lạc với tôi tôi có thể hỗ trợ thêm thông tin cho bạn .
vi: hãy tận hưởng kì nghỉ và có một ngày tốt lành .,vsl: tận hưởng kì nghỉ và có một ngày tốt lành .
vi: cảm ơn ông brown .,vsl: cảm ơn ông brown .
vi: hãy tận hưởng kì nghỉ của ông đừng ở khách sạn .,vsl: tận hưởng kì nghỉ ông đừng ở khách sạn .
"vi: đừng ngần ngại liên lạc với tôi , nếu tôi có thể cung cấp thêm thông tin cho ông bằng bất cứ cách nào .",vsl: đừng ngần ngại liên lạc với tôi tôi có thể cung cấp thêm thông tin cho ông bằng bất cứ cách .
"vi: ông brown , chúc ông một ngày tốt lành .",vsl: ông brown chúc ông một ngày tốt lành .
vi: bạn muốn tôi làm bất cứ điều gì cho bạn không ?,vsl: bạn muốn tôi làm bất cứ điều cho bạn không ?
vi: chúng tôi không thể nói thực tế phòng còn hay không .,vsl: chúng tôi không thể nói phòng còn không .
"vi: tôi sẽ điều ai lên phòng ngài ngay , thưa ngài .",vsl: tôi điều ai lên phòng ngài .
vi: vui lòng cho tôi biết số phòng của ngài được không ?,vsl: vui lòng cho tôi biết số phòng ngài được không ?
vi: Dưới TV là một tập hợp các ngăn kéo .,vsl: Dưới TV là một tập hợp các ngăn kéo .
vi: vui lòng hãy mặc chúng .,vsl: mặc kệ chúng .
vi: Dép đi trong khách sạn được đặt bên trong tủ quần áo .,vsl: Dép đi trong khách sạn được đặt bên trong tủ quần áo .
vi: Xin vui lòng chỉ sử dụng dép và trang phục yukata trong phòng của bạn .,vsl: Xin vui lòng sử dụng dép và trang phục yukata trong phòng bạn .
vi: tất cả các mẫu và túi quần áo ở bên trong tủ .,vsl: tất cả các mẫu và túi quần áo ở bên trong tủ .
vi: Xin gọi người quản lí khi bạn cần phải dọn quần áo mang đi giặt hay lấy quần áo về .,vsl: gọi người quản lí bạn dọn quần áo mang đi giặt hay lấy quần áo về .
vi: tôi muốn có một chiếc bánh sinh nhật tối ngày mai .,vsl: tôi muốn  một bánh sinh nhật tối mai .
vi: bạn có hành lí nào trong hòm không ?,vsl: bạn có hành lí trong hòm không ?
vi: chào buổi tối các quý ông .,vsl: chào buổi tối quý ông .
vi: có bao nhiêu người trong bữa tiệc vậy ?,vsl: có bao nhiêu người trong bữa tiệc ?
"vi: không , tôi chưa xem xong thực đơn .",vsl: tôi chưa xem xong thực đơn không
vi: bạn có thể trở lại sau vài phút được không ?,vsl: bạn có thể trở sau vài phút được không ?
vi: chắc chắn thưa ngài .,vsl: chắc chắn ngài .
vi: vui lòng cho tôi biết họ tên đầy đủ không ?,vsl: vui lòng cho tôi biết họ tên đầy đủ không ?
vi: tôi có thể kiểm tra quầy bar mini .,vsl: tôi có thể kiểm tra quầy bar mini .
vi: tôi rất xin lỗi thưa bà .,vsl: tôi rất xin lỗi bà .
vi: nhưng tôi không thể nói tốt được tiếng anh .,vsl: nhưng tôi không thể nói tốt được tiếng anh .
vi: tôi sẽ để trợ lí giám đốc đi với bà được không ?,vsl: tôi trợ lí giám đốc đi với bà được không ?
vi: anh ấy nói tiếng anh rất giỏi .,vsl: anh nói tiếng anh rất giỏi .
vi: đèn đứng ở sàn bị cháy rồi .,vsl: đèn đứng ở sàn cháy rồi .
vi: Xin chào .,vsl: Xin chào .
vi: Tôi đang cố gắng nối máy đến phòng đồng nghiệp của tôi và nó có vẻ như vẫn tiếp tục bận .,vsl: Tôi cố gắng nối máy đến phòng đồng nghiệp tôi và nó có vẻ như tiếp tục bận .
vi: Tôi đã tự hỏi xem bạn có thể cho tôi biết tại sao không ?,vsl: Tôi tự hỏi xem bạn có thể cho tôi biết tại sao không ?
"vi: Vâng , chúng tôi đã nghĩ đến việc đi đến một nhà hàng ưa thích .",vsl: Vâng chúng tôi nghĩ đến việc đi đến một nhà hàng ưa thích .
vi: Vợ tôi muốn các món ăn Pháp và tôi muốn có một miếng thịt bò bít tết hoặc thịt lợn .,vsl: Vợ tôi muốn món ăn Pháp và tôi muốn có một miếng thịt bò bít tết hoặc thịt lợn .
vi: chúc bà ngủ ngon .,vsl: chúc bà ngủ ngon .
"vi: chào buổi sáng ông brown , đây là quầy kleex tân .",vsl: chào buổi sáng ông brown đây là quầy kleex tân .
vi: tôi có thể giúp ông như thế nào ?,vsl: tôi có thể giúp ông như thế nào ?
vi: ngân quỹ cho bà là bao nhiêu ?,vsl: ngân quỹ cho bà là bao nhiêu ?
vi: có bao nhiều người ăn tối ?,vsl: có bao nhiều người ăn tối ?
"vi: chào buổi chiều , thưa ngài .",vsl: chào buổi chiều ngài .
vi: tôi có thể giúp bạn không ?,vsl: tôi có thể giúp bạn không ?
"vi: keiko , bạn vui lòng mang bia cho chúng tôi ngay được không ?",vsl: keiko bạn vui lòng mang bia cho chúng tôi được không ?
vi: chắc chắn thưa bà .,vsl: chắc chắn bà .
vi: tôi sẽ gấp chăn khi tôi dọn phòng .,vsl: tôi gấp chăn khi tôi dọn phòng .
"vi: không , không sao .",vsl: sao không
"vi: tôi khỏe , cảm ơn .",vsl: tôi khỏe cảm ơn .
vi: tôi có thể giúp bạn không ?,vsl: tôi có thể giúp bạn không ?
vi: vâng thưa bà .,vsl: vâng bà .
vi: của bà đây .,vsl: bà đây .
"vi: nhưng nếu bà muốn thêm thông tin chi tiết , tôi sẽ giới thiệu cho bà đến đại lý du lịch .",vsl: nhưng bà muốn thêm thông tin chi tiết tôi giới thiệu cho bà đến đại lý du lịch .
vi: có một cái ở gần khách sạn mà sẽ có rất nhiều thông tin cho bạn .,vsl: có một cái ở gần khách sạn mà có rất nhiều thông tin cho bạn .
"vi: Vâng , ông Brown .",vsl: Vâng ông Brown .
vi: tôi chỉ có thể xác nhận các chi tiết sau đây .,vsl: tôi có thể xác nhận chi tiết sau đây .
vi: ông sẽ khởi hành vào chuyến bay ngày kia .,vsl: ông khởi hành chuyến bay ngày kia .
vi: Chuyến bay của ông khởi hành lúc khoảng mười hai giờ mười lăm phút .,vsl: Chuyến bay ông khởi hành mười hai giờ mười lăm phút .
vi: có đúng như thế không ?,vsl: có đúng không ?
vi: thật không may mắn hôm nay là ngày nghỉ của anh ấy .,vsl: thật may mắn hôm nay là ngày nghỉ anh không
vi: tôi cảm ơn .,vsl: tôi cảm ơn .
vi: anh ấy trở về khách sạn .,vsl: anh trở về khách sạn .
"vi: vâng , làm ơn .",vsl: vâng làm ơn .
vi: phòng bốn - hai mươi ba đây .,vsl: phòng bốn hai mươi ba đây .
vi: giấy vệ sinh đã hết .,vsl: giấy vệ sinh hết .
vi: vui lòng cho tôi cuộn khác được không ?,vsl: vui lòng cho tôi cuộn khác được không ?
"vi: nếu bạn cho tôi số fax của bạn , tôi sẽ gửi thư xác nhận sự sắp xếp này .",vsl: bạn cho tôi số fax bạn tôi gửi thư xác nhận sự sắp xếp này .
vi: vui lòng cho chúng tôi nửa chai được không ?,vsl: vui lòng cho chúng tôi nửa chai được không ?
"vi: khỏe , thưa ngài .",vsl: khỏe ngài .
vi: vui lòng cho tôi biết tên được không ?,vsl: vui lòng cho tôi biết tên được không ?
vi: tôi sẽ thông báo cho ngài ở quầy bar Fiji khi bàn của ngài có sẵn .,vsl: tôi thông báo cho ngài ở quầy bar Fiji khi bàn ngài có sẵn .
vi: chắc chắn thưa ngài .,vsl: chắc chắn ngài .
vi: bạn muốn đi đâu ?,vsl: bạn muốn đi đâu ?
vi: bạn đã ấn nút gọi cuộc gọi trên máy điện thoại chưa ?,vsl: bạn ấn nút gọi cuộc gọi trên máy điện thoại chưa ?
"vi: Có , chắc chắn .",vsl: Có chắc chắn .
vi: đó là ba nghìn năm trăm yên cho mỗi người lớn .,vsl: đó là ba nghìn năm trăm yên cho người lớn .
"vi: Vì vậy , tổng cộng hết bẩy nghìn yên .",vsl: Vì vậy tổng cộng hết bẩy nghìn yên .
vi: bạn muốn trả bằng tiền mặt hay bằng thẻ tín dụng ?,vsl: bạn muốn trả tiền mặt thẻ tín dụng ?
vi: bộ phận phòng đây .,vsl: bộ phận phòng đây .
vi: tôi có thể giúp gì cho bạn ?,vsl: tôi có thể giúp cho bạn gì ?
vi: bạn có nói được tiếng anh không ?,vsl: bạn có nói được tiếng anh không ?
vi: Tôi bị hắt hơi thường xuyên .,vsl: Tôi hắt hơi thường xuyên .
vi: bạn muốn để hành lí của bạn ở tầng một hay tầng hai .,vsl: bạn muốn hành lí bạn ở tầng một hay tầng hai .
"vi: quầy lễ tân đây , takahashi đang nghe máy .",vsl: quầy lễ tân đây takahashi nghe máy .
vi: tôi có thể giúp gì cho bạn ?,vsl: tôi có thể giúp cho bạn gì ?
vi: bạn có thể sử dụng phòng đợi này bất cứ lúc nào .,vsl: bạn có thể sử dụng phòng đợi này bất cứ lúc nào .
"vi: ồ , vâng chúng tôi có nhưng chúng tôi đang tìm kiếm thứ gì rẻ hơn .",vsl: ồ vâng chúng tôi có nhưng chúng tôi tìm kiếm thứ rẻ hơn gì
vi: bạn có tài liệu nào về nikko hay kamakura không ?,vsl: bạn có tài liệu về nikko hay kamakura không ?
vi: chào buổi sáng thưa ngài .,vsl: chào buổi sáng ngài .
vi: bạn sẽ trả phòng sáng nay phải không ?,vsl: bạ trả phòng sáng nay phải không ?
vi: bộ phận khách hàng đây .,vsl: bộ phận khách hàng đây .
vi: bà ishimoto đang nói phải không ạ ?,vsl: bà ishimoto nói phải không ?
vi: tôi có thể giúp gì cho bà ?,vsl: tôi có thể giúp cho bà gì ?
vi: bạn có muốn để lại tin nhăn không ?,vsl: bạn có muốn tin nhăn không ?
"vi: có , làm ơn .",vsl: có làm ơn .
vi: ngoài ra tôi có thể xin số hủy bỏ không ?,vsl: ngoài ra tôi có thể xin số hủy bỏ không ?
vi: chào buổi chiều thưa ông bà .,vsl: chào buổi chiều ông bà .
vi: tôi có thể giúp gì không ?,vsl: tôi có thể giúp không ?
vi: chào buổi tối thưa bà .,vsl: chào buổi tối bà .
vi: hút thuốc hay không hút thuốc ?,vsl: hút thuốc hay hút thuốc không ?
vi: ngài muốn ở lại bao lâu thưa ngài ?,vsl: ngài muốn ở bao lâu ngài ?
vi: nhà điều hành .,vsl: nhà điều hành .
vi: tôi có thể giúp bạn không ?,vsl: tôi có thể giúp bạn không ?
vi: được rồi thưa ngài .,vsl: được rồi ngài .
vi: chúng tôi có một phòng đơn cho ba đêm trên tầng mười một .,vsl: chúng tôi có một phòng đơn cho ba đêm trên tầng mười một .
vi: tôi xin lỗi về sự bất tiện mà chúng tôi đã gây ra cho bạn .,vsl: tôi xin lỗi về sự bất tiện mà chúng tôi gây ra cho bạn .
vi: B-R-O-W-N .,vsl: B-R-O-W-N .
vi: bạn có thể chỉ cho tôi phòng Aloha ở đâu không ?,vsl: bạn có thể cho tôi phòng Aloha ở đâu không ?
vi: vợ của bạn đang mang thai phải không ?,vsl: vợ bạn mang thai phải không ?
vi: có bất cứ thư nào cho tôi hôm nay không ?,vsl: có bất cứ thư cho tôi hôm nay không ?
vi: bạn muốn món trứng luộc của bạn thế nào ?,vsl: bạn muốn món trứng luộc bạn thế nào ?
"vi: vâng , không vấn đề .",vsl: vâng vấn đề không
"vi: tôi nghĩ nó sẽ rời khỏi vào giữa trưa , hai ngày từ bây giờ .",vsl: tôi nghĩ nó rời khỏi vào giữa trưa hai ngày từ bây giờ .
vi: tôi nên gửi nó bằng đường hàng không .,vsl: tôi nên gửi nó bằng đường hàng không .
vi: vui lòng cho tôi hóa đơn để tôi có thể lấy lại tiền từ công ty của tôi ?,vsl: vui lòng cho tôi hóa đơn tôi có thể lấy tiền từ công ty tôi ?
"vi: của ngài đây , thưa ngài .",vsl: ngài đây ngài .
vi: ba lá thư và một bưu kiện .,vsl: ba lá thư và một bưu kiện .
"vi: vâng , đây là Simon Wright ở phòng năm - hai mươi bốn .",vsl: vâng đây là Simon Wright ở phòng năm hai mươi bốn .
vi: Phòng này rất ồn ào do việc xây dựng .,vsl: Phòng này rất ồn ào do việc xây dựng .
vi: Bạn vui lòng đổi phòng của tôi phòng khác được không ?,vsl: Bạn vui lòng đổi phòng tôi phòng khác được không ?
vi: nhà hàng continental ở đâu ?,vsl: nhà hàng continental ở đâu ?
vi: bạn đặt phòng cho bao nhiêu người ?,vsl: bạn đặt phòng cho bao nhiêu người ?
vi: vợ ngài khỏe không ạ ?,vsl: vợ ngài khỏe không ?
vi: thế thì tôi sẽ lấy các món ngài đặt .,vsl: tôi lấy món ngài đặt .
vi: vui lòng đi thẳng .,vsl: vui lòng đi thẳng .
vi: đừng ngần nagij hỏi nếu tôi có thể cung cấp thêm thông tin cho bạn .,vsl: đừng ngần nagij hỏi tôi có thể cung cấp thêm thông tin cho bạn .
vi: còn quầy bar fiji ở đâu ?,vsl: còn quầy bar fiji ở đâu ?
vi: bạn tôi và tôi hẹn gặp nhau ở đó trước bữa tối .,vsl: bạn tôi và tôi hẹn gặp nhau ở đó trước bữa tối .
vi: cảm ơn vì đã ở lại với chúng tôi .,vsl: cảm ơn ở với chúng tôi .
vi: Thiệt hại đã bị gây ra rồi .,vsl: Thiệt hại gây ra rồi .
vi: Tôi sẽ gặp bạn ở sân bay .,vsl: Tôi gặp bạn ở sân bay .
vi: Hãy nhìn tôi khi tôi nói chuyện với bạn .,vsl: nhìn tôi khi tôi nói chuyện với bạn .
vi: Yamada và tôi đã là bạn từ lâu rồi .,vsl: Yamada và tôi là bạn từ lâu rồi .
vi: Tôi đang muốn gặp bạn .,vsl: Tôi muốn gặp bạn .
vi: Không tệ .,vsl: tệ không
vi: Bạn có khỏe không ?,vsl: Bạn có khỏe không ?
vi: Cám ơn rất nhiều .,vsl: Cám ơn rất nhiều .
vi: Ai đấy ?,vsl: đấy ai ?
"vi: Vâng , như thế sẽ ổn .",vsl: Vâng như ổn .
"vi: Vâng , thưa bà .",vsl: Vâng bà .
vi: Kinh tởm .,vsl: Kinh tởm .
vi: Tôi thực sự xin lỗi vì đã nói như thế .,vsl: Tôi thực sự xin lỗi nói như .
vi: Hãy cho tôi biết khi bạn đến đó .,vsl: cho tôi biết khi bạn đến đó .
"vi: Bây giờ , hãy xem như thế nào .",vsl: Bây giờ xem như thế nào .
vi: Đó là lần đầu tiên .,vsl: Đó là lần đầu tiên .
vi: Hãy cho nó thời gian .,vsl: cho nó thời gian .
vi: Cái gì qua thì để nó qua .,vsl: Cái qua nó qua gì
vi: Bạn vui lòng trông cái túi của tôi một phút được không ?,vsl: Bạn vui lòng trông cái túi tôi một phút được không ?
vi: Chỉ làm việc mà không chơi khiến Jack trở thành một cậu nhóc đần độn .,vsl: làm việc mà chơi khiến Jack trở thành một cậu nhóc đần độn không
"vi: Thấy không , như tôi đã bảo bạn .",vsl: Thấy như tôi bảo bạn không
vi: Bạn có chất liệu khác không ?,vsl: Bạn có chất liệu khác không ?
"vi: Khỏe , cám ơn .",vsl: Khỏe cám ơn .
vi: Càng sớm càng tốt .,vsl: Càng sớm càng tốt .
vi: Đừng bận tâm .,vsl: Đừng bận tâm .
vi: Đừng coi thường tôi .,vsl: Đừng coi thường tôi .
vi: Tim tôi vẫn đập nhanh .,vsl: Tim tôi đập nhanh .
vi: Điều đó có thể hiểu được .,vsl: Điều đó có thể hiểu được .
vi: Tất nhiên là không .,vsl: Tất nhiên là không
"vi: Xin lỗi , tôi không chắc lắm .",vsl: Xin lỗi tôi không
vi: Tôi cũng là người lạ ở đây .,vsl: Tôi cũng là người lạ ở đây .
vi: Tôi chúc bạn may mắn và khỏe mạnh trong những ngày hè nóng bức này .,vsl: Tôi chúc bạn may mắn và khỏe mạnh trong ngày hè nóng bức này .
vi: Tôi sẽ phải chờ bao lâu ?,vsl: Tôi phải chờ bao lâu ?
vi: Hãy để ý vết băng bó của bạn .,vsl: để ý vết băng bó bạn .
vi: Bạn có thuốc gì chữa côn trùng cắn không ?,vsl: Bạn có thuốc chữa côn trùng cắn không ?
vi: Tôi có gì đó ở trong mắt .,vsl: Tôi có đó ở trong mắt gì
vi: Tôi vinh dự được gặp bạn .,vsl: Tôi vinh dự được gặp bạn .
vi: Thế thì chúng ta nên đi thăm anh ấy .,vsl: Thế thì chúng ta nên đi thăm anh .
vi: Nó diễn biến khá tốt .,vsl: Nó diễn biến khá tốt .
vi: Đừng làm phiền tôi .,vsl: Đừng làm phiền tôi .
vi: Bạn có thể chờ vài phút không ?,vsl: Bạn có thể chờ vài phút không ?
vi: Đùa thôi .,vsl: Đùa thôi .
vi: Bạn nói cho tôi biết đi .,vsl: Bạn nói cho tôi biết đi .
vi: Rẽ phải ở góc phố đầu tiên .,vsl: Rẽ phải ở góc phố đầu tiên .
vi: Bạn sẽ thấy bảo tàng ở bên phải bạn .,vsl: Bạn thấy bảo tàng ở bên phải bạn .
vi: Bạn đã làm quen thế nào ?,vsl: Bạn làm quen thế nào ?
vi: Đừng coi nó nghiêm túc .,vsl: Đừng coi nó nghiêm túc .
vi: Màu quá sặc sỡ với sở thích của tôi .,vsl: Màu quá sặc sỡ với sở thích tôi .
vi: Xin hãy cho tôi xem cái khác .,vsl: Xin cho tôi xem cái khác .
"vi: Vâng , tôi chắc chắn về điều đó .",vsl: Vâng tôi chắc chắn về điều đó .
vi: Bạn không nên .,vsl: Bạn nên không
vi: Bạn cần phải học .,vsl: Bạn cần phải học .
vi: Cô ấy có một cuộc sống được che chở .,vsl: Cô có một cuộc sống được che chở .
vi: Cái máy ghi âm này có bảo hành không ?,vsl: Cái máy ghi âm này có bảo hành không ?
